time,retransmissions
48.305866956710815,244
48.80781388282776,245
48.808088064193726,246
49.30932974815369,247
49.309484004974365,248
49.30963683128357,249
49.309770822525024,250
49.81102204322815,251
49.811293840408325,252
50.31324291229248,253
50.313539028167725,254
50.81544089317322,255
50.815770864486694,256
51.31763982772827,257
51.31810402870178,258
51.82054781913757,259
51.82101607322693,260
52.32301187515259,261
52.32344079017639,262
52.82594299316406,263
52.82641887664795,264
53.328588008880615,265
53.32899188995361,266
53.83050894737244,267
53.831137895584106,268
54.333632946014404,269
54.334083795547485,270
54.836057901382446,271
54.83638882637024,272
55.33812594413757,273
55.33847975730896,274
55.84100294113159,275
55.84145784378052,276
56.34412384033203,277
56.34457588195801,278
56.846922874450684,279
56.847378969192505,280
57.34997081756592,281
57.3504798412323,282
57.852761030197144,283
57.85326099395752,284
58.35516095161438,285
58.355388879776,286
58.85781192779541,287
58.8582808971405,288
59.36149883270264,289
59.361756801605225,290
59.36222791671753,291
59.36225891113281,292
59.86484503746033,293
59.86539387702942,294
60.367209911346436,295
60.36746692657471,296
60.869884967803955,297
60.870351791381836,298
61.37236976623535,299
61.37281775474548,300
61.8753080368042,301
61.875853061676025,302
62.378005027770996,303
62.37846398353577,304
62.88088798522949,305
62.88134288787842,306
63.383744955062866,307
63.384098052978516,308
63.886581897735596,309
63.88707995414734,310
64.3895149230957,311
64.38993573188782,312
64.89240074157715,313
64.89286589622498,314
65.39472675323486,315
65.39495968818665,316
65.89687180519104,317
65.89731097221375,318
66.39982676506042,319
66.40030574798584,320
66.91248893737793,321
66.91284489631653,322
67.41579794883728,323
67.41623878479004,324
67.91866898536682,325
67.91943287849426,326
68.42201089859009,327
68.42250800132751,328
68.92511200904846,329
68.9255678653717,330
69.42672085762024,331
69.42725992202759,332
69.92854690551758,333
69.92878890037537,334
70.43048691749573,335
70.43073391914368,336
70.93319702148438,337
70.9336588382721,338
71.43586778640747,339
71.43636989593506,340
71.93876791000366,341
71.93924689292908,342
72.44183588027954,343
72.44227576255798,344
72.94472289085388,345
72.94517707824707,346
73.44771575927734,347
73.44820189476013,348
73.95006680488586,349
73.95052170753479,350
74.45306086540222,351
74.45350289344788,352
74.95567584037781,353
74.95612692832947,354
75.45816588401794,355
75.45842289924622,356
75.96081686019897,357
75.9612648487091,358
