time,retransmissions
0.7397768497467041,1
0.7402360439300537,2
0.7407431602478027,3
0.8531019687652588,4
0.8533639907836914,5
1.2521147727966309,6
1.2524359226226807,7
1.2528018951416016,8
1.3601231575012207,9
1.3613719940185547,10
1.3616230487823486,11
1.7628729343414307,12
1.763164758682251,13
1.861901044845581,14
1.8631079196929932,15
1.863429069519043,16
2.3698318004608154,17
2.3700900077819824,18
2.370284080505371,19
2.370452880859375,20
2.385694980621338,21
2.3858890533447266,22
2.873924970626831,23
2.874284029006958,24
2.887334108352661,25
2.8879311084747314,26
3.379628896713257,27
3.380047082901001,28
3.3940861225128174,29
3.3945178985595703,30
3.9994189739227295,31
3.9997639656066895,32
4.000208139419556,33
4.000540018081665,34
4.112390995025635,35
4.511612892150879,36
4.51186990737915,37
5.031918048858643,38
5.032245874404907,39
5.032616853713989,40
5.032955169677734,41
5.536139965057373,42
5.536574840545654,43
5.5369038581848145,44
6.0426318645477295,45
6.043020009994507,46
6.043510913848877,47
6.545815944671631,48
6.5459699630737305,49
6.546135902404785,50
6.546298980712891,51
6.546475887298584,52
7.070765018463135,53
7.07110595703125,54
7.071508884429932,55
7.07183313369751,56
7.072199106216431,57
7.072488784790039,58
7.582637071609497,59
7.58302903175354,60
7.583392858505249,61
7.583741903305054,62
7.584102153778076,63
7.584384918212891,64
7.689884185791016,65
8.089983940124512,66
8.090296030044556,67
8.09062385559082,68
8.09092402458191,69
8.091129064559937,70
8.191635847091675,71
8.602006912231445,72
8.60237193107605,73
8.6027250289917,74
8.603039979934692,75
8.603318929672241,76
8.693394184112549,77
9.111601114273071,78
9.112000942230225,79
9.112327098846436,80
9.112612962722778,81
9.112936973571777,82
9.195266008377075,83
9.616965055465698,84
9.617377042770386,85
9.618128061294556,86
9.618492126464844,87
9.618892908096313,88
9.697084903717041,89
10.120241165161133,90
10.12055492401123,91
10.120867013931274,92
10.121176958084106,93
10.121675968170166,94
10.198683977127075,95
10.62403917312622,96
10.624696969985962,97
10.625138998031616,98
10.625509023666382,99
10.625898838043213,100
10.70051908493042,101
10.700670003890991,102
11.124675989151001,103
11.135612964630127,104
11.135921001434326,105
11.136123180389404,106
11.137943029403687,107
11.201894998550415,108
11.626795053482056,109
11.639388084411621,110
11.639652967453003,111
11.640449047088623,112
11.640856981277466,113
11.703711986541748,114
11.703730821609497,115
12.136735916137695,116
12.148663997650146,117
12.1490957736969,118
12.149348974227905,119
12.149624109268188,120
12.205235958099365,121
12.815777063369751,122
12.81665301322937,123
12.817008018493652,124
12.926896095275879,125
12.927473068237305,126
12.927921772003174,127
12.928250074386597,128
13.323731899261475,129
13.324165105819702,130
13.435864925384521,131
13.847512006759644,132
13.847851991653442,133
13.848177909851074,134
14.052879095077515,135
14.348724842071533,136
14.349189043045044,137
14.36073112487793,138
14.557251930236816,139
14.85168194770813,140
14.864651918411255,141
15.46825909614563,142
15.468648910522461,143
15.468993902206421,144
15.469321966171265,145
15.972158908843994,146
