time,retransmissions
17.414154052734375,133
17.414173126220703,133
17.414323091506958,134
17.414469957351685,135
18.036405086517334,136
18.036734104156494,137
18.037040948867798,138
18.03758406639099,139
18.137864112854004,140
18.1394362449646,141
18.139750957489014,142
18.14003586769104,143
18.140331029891968,144
18.658233880996704,145
19.28447127342224,146
19.28486204147339,147
20.013106107711792,148
20.013567209243774,149
20.53971004486084,150
20.539924144744873,151
20.540122032165527,152
21.05794906616211,153
21.05841588973999,154
21.059455156326294,155
21.0597882270813,156
21.06027603149414,157
21.060696125030518,158
21.060762882232666,159
21.061168909072876,160
21.566827058792114,161
21.56727623939514,162
21.56812810897827,163
21.56843090057373,164
21.568732023239136,165
21.569205045700073,166
22.29773497581482,167
22.298171997070312,168
22.29885506629944,169
22.801440000534058,170
22.80187201499939,171
22.81585121154785,172
22.816123962402344,173
22.81650424003601,174
22.81673312187195,175
23.535249948501587,176
23.535595178604126,177
23.536209106445312,178
23.53649401664734,179
23.5367910861969,180
23.537312030792236,181
23.537342071533203,182
24.05173683166504,183
24.052236080169678,184
24.052819967269897,185
24.053200006484985,186
24.90660810470581,187
24.90717601776123,188
24.907682180404663,189
24.90790605545044,190
24.908161163330078,191
25.012896060943604,192
25.63437819480896,193
25.634821891784668,194
25.63568115234375,195
25.63602590560913,196
25.63633704185486,197
25.636838912963867,198
26.140888214111328,199
26.141496896743774,200
26.14260506629944,201
26.6513512134552,202
26.651790857315063,203
27.38094711303711,204
27.39567804336548,205
27.396892070770264,206
27.397423028945923,207
27.397722959518433,208
27.39828586578369,210
27.398319005966187,210
27.39855408668518,211
27.399010181427002,212
27.502997159957886,213
27.913718223571777,214
27.914150953292847,215
28.646979093551636,216
28.64748501777649,217
28.648574113845825,218
28.64894700050354,219
28.649309158325195,220
28.649816274642944,221
28.64989709854126,222
28.650352001190186,223
28.650623083114624,224
28.650893926620483,225
28.65129518508911,227
28.65133500099182,227
28.652024269104004,228
28.753517150878906,229
29.258636236190796,230
29.25934910774231,232
29.259397983551025,232
29.259838104248047,233
29.26044201850891,234
29.260757207870483,235
29.274227142333984,236
29.274489879608154,237
30.105201959609985,238
30.209420204162598,239
30.209843158721924,240
30.2101469039917,241
30.210569143295288,242
30.210615158081055,243
30.224303007125854,244
30.225118160247803,245
30.735142946243286,246
30.735618114471436,247
30.73672103881836,248
30.73714804649353,249
30.738502025604248,250
30.738770008087158,251
30.738971948623657,252
30.73915719985962,253
30.739848136901855,254
31.247666120529175,255
31.2481210231781,256
31.770833015441895,257
31.771050214767456,258
31.860185861587524,259
31.873122930526733,260
31.8734290599823,261
31.87367296218872,262
31.87393021583557,263
32.36318016052246,264
32.37531924247742,265
32.37619590759277,266
32.376425981521606,267
32.37671399116516,268
32.37695503234863,269
32.37707805633545,270
32.37767004966736,272
32.3777379989624,272
32.37813997268677,274
32.378167152404785,274
32.88134717941284,275
32.881739139556885,276
32.88245105743408,277
32.8827018737793,278
32.88293218612671,279
32.88338804244995,280
33.74639916419983,281
33.74679207801819,282
33.74720311164856,283
33.74760317802429,284
33.74788522720337,285
33.85328912734985,286
33.853710889816284,287
33.85411310195923,288
34.25119400024414,289
34.25163412094116,290
34.252034187316895,291
34.252771854400635,292
34.25311017036438,293
34.25361609458923,294
34.88311719894409,295
34.88365817070007,296
34.88450217247009,297
34.88487005233765,298
34.885324239730835,299
34.885956048965454,300
35.39832615852356,301
36.12790608406067,302
36.246938943862915,303
36.24739408493042,304
36.24813199043274,305
36.24843192100525,306
36.248759269714355,307
36.35352110862732,308
36.97063207626343,309
36.97109317779541,310
36.97157907485962,311
37.4895601272583,312
37.49003505706787,313
37.490453004837036,314
37.49117398262024,315
37.59182405471802,316
37.59225296974182,317
37.59271502494812,318
38.45433712005615,319
38.45492601394653,320
38.45589995384216,321
38.968268156051636,322
38.968984842300415,324
38.96904110908508,324
38.969460010528564,325
38.970608949661255,326
38.971009254455566,327
38.971604108810425,328
38.971819162368774,329
38.97201204299927,330
38.972333908081055,332
38.97238111495972,332
38.97278022766113,333
39.48123812675476,334
39.48168396949768,335
39.59724807739258,336
39.59771704673767,337
40.121482133865356,338
40.22281098365784,339
40.22392725944519,340
40.2243390083313,341
40.22484803199768,343
40.224884033203125,343
40.225178956985474,344
40.74309301376343,345
40.743640184402466,347
40.74367713928223,347
40.74458599090576,348
40.74503993988037,349
40.745376110076904,350
40.74569606781006,351
40.74617910385132,353
40.746212005615234,353
40.74686813354492,354
41.2608060836792,355
41.261250257492065,356
41.26168203353882,357
41.375706911087036,358
41.376240968704224,359
41.37671208381653,360
41.76322793960571,361
41.76346826553345,362
41.76375198364258,363
42.28862023353577,364
42.28909611701965,365
42.29013419151306,366
42.290541887283325,367
42.29103899002075,368
42.29143404960632,369
42.392472982406616,370
