time,retransmissions
0.7282919883728027,1
0.7285690307617188,2
0.7289061546325684,3
0.7291679382324219,4
1.4584710597991943,5
2.195173978805542,6
2.1955790519714355,7
2.196014881134033,8
2.196388006210327,9
2.1967382431030273,10
2.3074052333831787,11
2.3077540397644043,12
2.308148145675659,13
2.3085920810699463,14
2.8170130252838135,15
3.4297850131988525,16
3.430143117904663,17
3.4304940700531006,18
3.430880069732666,19
3.4311819076538086,20
3.4315521717071533,22
3.431608200073242,22
3.4318530559539795,23
4.395863056182861,24
4.396257162094116,25
4.3968000411987305,26
4.3971312046051025,27
4.397382974624634,28
4.50544810295105,29
5.241852045059204,30
5.242418050765991,31
5.2428131103515625,32
5.342164039611816,33
5.863174915313721,34
5.86357307434082,35
6.925312042236328,36
6.9256861209869385,37
6.926327228546143,38
6.9266908168792725,39
6.926945209503174,40
6.92718505859375,41
6.927423000335693,42
6.927714824676514,43
7.433369874954224,44
7.5472211837768555,45
7.547576189041138,46
7.547919988632202,47
7.548290252685547,48
8.057522058486938,49
8.058080196380615,50
8.058573246002197,51
8.058929920196533,52
8.901617050170898,53
8.901965856552124,54
8.902343034744263,55
8.902787923812866,56
8.903127193450928,57
8.903479099273682,58
9.526586055755615,59
9.526979207992554,60
9.527359008789062,61
9.527677059173584,62
9.528007984161377,63
9.528378963470459,64
9.528441905975342,65
10.259754180908203,66
10.359605073928833,67
10.3599271774292,68
10.360126972198486,69
10.360306978225708,70
10.360653162002563,72
10.360697984695435,72
10.360886096954346,73
10.885432243347168,74
10.886759996414185,75
10.887171268463135,76
10.887474060058594,77
10.887731075286865,78
11.609837055206299,79
11.611227035522461,80
11.611671209335327,81
11.612138032913208,82
11.612398862838745,83
11.612658977508545,84
11.6129150390625,85
11.613172054290771,86
11.716208934783936,87
12.441923141479492,88
12.55473017692566,89
12.555145025253296,90
12.555608987808228,91
12.555891990661621,92
13.958829879760742,93
13.959258079528809,94
13.959672927856445,95
13.972975015640259,96
13.973198890686035,97
13.973510980606079,98
14.911105155944824,99
14.911508083343506,100
14.91231107711792,101
14.91259503364563,102
14.912865161895752,103
14.913314819335938,104
14.91360330581665,105
14.913877010345459,106
14.914282083511353,108
14.914322137832642,108
14.914638996124268,109
15.530739068984985,110
15.531158208847046,111
15.544617176055908,112
15.545093059539795,113
15.5453519821167,114
15.545583009719849,115
15.545798063278198,116
15.546190977096558,117
16.054737091064453,118
16.055064916610718,119
16.055355072021484,120
16.055790901184082,121
16.056056261062622,122
16.056348085403442,123
16.056787967681885,124
16.672861099243164,125
16.673089027404785,126
17.412879943847656,127
17.413114070892334,128
17.413517951965332,129
17.413684129714966,130
17.413878202438354,131
